ID #,TITLE,DESCRIPTION,LOCATION,DISTRICT,LATITUDE,LONGITUDE
CF-660836-439,Como Lakeside Pavilion - Railing Modifications on Promenade- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1360 Lexington Pkwy N,Citywide,44.982304,-93.143188
SU-133028,Saint Anthony Street Safety Initiative,"The Skyline Tower Street Safety Initiative seeks to create connectivity, safety, and beautification to Saint Anthony Avenue and the surrounding area. 1. Create a complete walking route along Saint Anthony Avenue by building a sidewalk along the north side of Saint Anthony Avenue from North Syndicate Street to North Griggs Street. 2. Repaint the currently diagonal crosswalk on Saint Anthony Avenue at Griggs so that it is a straight and direct crossing to the newly renovated pedestrian bridge. 3. Install appropriate lighting along Saint Anthony and Syndicate Avenue to increase visibility along the walking area. 4. Add appropriate signage, such as a speed limit sign and/or a ""Children at Play"" sign, to create a safer environment for pedestrians, bikers, and children playing in the Skyline Tower playground. 5. Incorporate traditional artwork to reflect the diverse culture of the immediate area and St. Paul.","North side of Saint Anthony Avenue, Saint Paul, MN, between N Syndicate Street and N Griggs Street",13,,
CF-551050,Phalen Corridor Middle Section Park - Design,"Preparation of a detailed site development plan for this new approximately 5.2 acre park property being created as a result of the planning and construction of the new Phalen Boulevard.  Anticipated activities include soccer, community event space, tennis courts, handball courts, volleyball, restroom, trail head and access to the adjacent Bruce Vento Regional Trail, proposed Vertical Endeavors Climbing Facility and proposed Arcade Street skate park.  It also will include a realignment of the Bruce Vento Regional Trail and restoration of a portion of the old Phalen Creek.","Area bounded by Payne Ave. on west, Bruce Vento Regional Trail on north, Arcade St. to east, and Phalen Blvd. to south","4, 5",,
SU-031302,Dodd Road and Stryker Avenue Reconstruction,"Grade and pave existing oiled streets with new bituminous pavement.  Other work to be done includes constructing concrete curbs and gutters, driveway aprons, outwalks, sidewalks, handicapped pedestrian ramps, grade and sod boulevards, plant trees, install street lighting and install a storm sewer system.","Dodd Road from Sidney to Stryker
Stryker Avenue from Baker to George","11, 13",,
RE-6603343-15,Marketing - 8-80 Vitality Fund,"Based on the work of Gil Penalosa, an internationally renowned urban designer, this fund will allow the building of bold and vibrant places across the City of Saint Paul.  The 8-80 Vitality Fund will build on the momentum of recent investments such as Rebuild Saint Paul and the Green Line.  An 8-80 city works for people aged 8 and aged 80, by providing streets and public spaces that create vital and welcoming neighborhoods.

Investments include:
$8M - Palace Theatre renovations to match State bonding
$8M - Jackson Street reconstruction and phase 1 of downtown bike loop
$13.2M - Grand Rounds, including street reconstruction and bike lanes
$2M - Dickerman Park, developing green spaces on the Green Line
$1.8M - Optical fiber infrastructure to provide high speed citywide network connectivity
$9.5M - Street Reconstruction, including 8-80 streets and public spaces",Citywide,Citywide,,
CF-082912,Martin Luther King Play Area Improvements,"This proposal seeks to replace the play equipment at Martin Luther King Recreation Center with equipment which meets CPSC and ADA guidelines. The addition of synthetic resilient surfacing will provide both accessibility and safety measures to the new play area. Additional site improvements including walks, benches, and landscaping will be provided as necessary.","271 Mackubin St.; Saint Paul, MN 55102",8,,
CF-061010,Trillium Site Development,"This approximately 45 acre parcel recently purchased by the City of Saint Paul, is a key open space and trail link in the Trout Brook Greenway Plan.  Site development of this former railroad property includes completion of soils and contaminants analysis (phase II study), soils remediation plan implementation, natural resources management plan and implementation, creek and wetland restoration and trail development.  Extensive prairie, wetland and woodland restoration is included along with interpretive facilities.",Jackson Street at Maryland Avenue and south to Cayuga Street,6,,
SU-6602231-18,Montana/Greenbriar RSVP,"This is a citywide program established to improve the structural condition, safety and rideability of the city's street system.  This recurring program, which replaces the Residential Street Vitality Program, will include all city streets, both residential and arterial, and projects will be prioritized by Pavement Condition Index and Average Daily Traffic as the main criteria.",Montana/Greenbriar RSVP,5,,
CF-103782,Forestry Garage Study,"To ensure the Forestry Garage is meeting basic service needs and has adequate safeguards for ensuring safe working conditions for staff, a study will be ocnducted to analyst currect conditions and issues, and if recommended, options for making improvements in the future.",1100 Hamline Ave N,10,44.974183,-93.156268
CF-660836-395,Como Conservatory Boiler Retube- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,1325 Aida Place,10,44.98103768,-93.15107321
RE-031510,Green and Sustainable Home Improvements,"NeDA wishes to introduce low cost sustainable energy efficient components in its Homeowner Rehab Program targeted to low-income families. NeDA's rehab program assists targeted families with health and safety issues in their home rehab projects. Families participating in this program have limited income and limited ability to access the equity in their homes for necessary repairs. 

While some energy savings have been incorporated, a lot of the time there isn't enough left in the budget to do a complete weatherization of a home. NeDA would like to be able to keep the costs of owning a home more affordable by doing more work to increase energy efficiency and life of the home. We will be partnering with the Neighborhood Energy Consortium to educate homeowners on new Energy Star products and methods of conservation, and incorporate more energy saving improvements into their homes.",West Side,3,,
